iter	MultiClass
496	0.5766985759
497	0.5764726945
498	0.5763524976
499	0.5762767613
500	0.5761290935
501	0.5760001467
502	0.5758928665
503	0.5757554383
504	0.5756547562
505	0.5754575498
506	0.5753131213
507	0.575153076
508	0.5750755025
509	0.5749039459
510	0.5747735212
511	0.5747123701
512	0.5746301674
513	0.5745263188
514	0.5743749134
515	0.5743083361
516	0.5740950072
517	0.5739216814
518	0.5738261094
519	0.5736653458
520	0.5734878118
521	0.5731643358
522	0.5730609402
523	0.5729571181
524	0.5728009127
525	0.5727134092
526	0.5725184299
527	0.5724127609
528	0.5722988088
529	0.5721764425
530	0.5720741125
531	0.5719942653
532	0.5718484867
533	0.5716679023
534	0.5715710556
535	0.5715131352
536	0.5712967813
537	0.5712225873
538	0.5711590191
539	0.5710772521
540	0.5709855361
541	0.570837159
542	0.5706851423
543	0.5705807289
544	0.5704950407
545	0.5703766275
546	0.5702349038
547	0.570058326
548	0.5698418466
549	0.5697301222
550	0.5695973039
551	0.5693779665
552	0.5693011753
553	0.569104157
554	0.5690086993
555	0.5688888136
556	0.5687845367
557	0.5686640431
558	0.5684919767
559	0.5682975406
560	0.5681635568
561	0.5680966515
562	0.5679039162
563	0.5676630076
564	0.5674180084
565	0.5673175343
566	0.5670369982
567	0.5668740494
568	0.5666404923
569	0.5665692398
570	0.5664810956
571	0.5664013066
572	0.566242987
573	0.5660353547
574	0.5659353365
575	0.5657430213
576	0.565588075
577	0.5655237665
578	0.5654187412
579	0.5653493153
580	0.5652527965
581	0.5651446432
582	0.5649664708
583	0.5649052633
584	0.5646883373
585	0.56449835
586	0.5643957492
587	0.5642804216
588	0.5640988999
589	0.5639445643
590	0.5638744366
591	0.5638068562
592	0.5636661577
593	0.5635052319
594	0.5632885965
595	0.5632053175
596	0.5631111065
597	0.5629617233
598	0.5628209618
599	0.5627009598
600	0.5626026964
601	0.5624575016
602	0.562371535
603	0.5622481473
604	0.5621154689
605	0.5620294666
606	0.5619094005
607	0.5618501757
608	0.5616806424
609	0.5615387573
610	0.5614749497
611	0.5613974942
612	0.5612317029
613	0.5611070166
614	0.5609774316
615	0.5607354594
616	0.5606067586
617	0.5605364764
618	0.5603287022
619	0.5602695202
620	0.5601296633
621	0.5600126382
622	0.5598686615
623	0.5597852177
624	0.5596490631
625	0.5595008765
626	0.5593620197
627	0.5592086615
628	0.5591308028
629	0.5590428292
630	0.5588918426
631	0.5588177018
632	0.5586940099
633	0.5586200072
634	0.5585274254
635	0.5584394797
636	0.5583798237
637	0.5582607553
638	0.5581622405
639	0.5580766915
640	0.5578642353
641	0.5577506254
642	0.5576512359
643	0.5575623588
644	0.5574332312
645	0.557200615
646	0.5571082008
647	0.5569368473
648	0.5566931174
649	0.556626387
650	0.5565081987
651	0.5563354552
652	0.5562455154
653	0.556051312
654	0.5559384729
655	0.5558365984
656	0.5557197521
657	0.5556538956
658	0.5555898676
659	0.5555472422
660	0.5554383271
661	0.5552718664
662	0.555146969
663	0.555041772
664	0.5549372489
665	0.5548629716
666	0.5547416734
667	0.5546570171
668	0.5544640579
669	0.5543390735
670	0.5541964164
671	0.5539453995
672	0.5538400154
673	0.5537332035
674	0.5535264919
675	0.5534654608
676	0.5534129675
677	0.5533608172
678	0.5532602945
679	0.5531107429
680	0.5530303266
681	0.5529414389
682	0.5528356203
683	0.55276779
684	0.552602756
685	0.5525160492
686	0.5523814783
687	0.5522044476
688	0.5520070927
689	0.5518212425
690	0.5517568147
691	0.5516073964
692	0.5513650115
693	0.5512239385
694	0.5511067386
695	0.5510071913
696	0.5509274012
697	0.5507726523
698	0.5505932508
699	0.5504005388
700	0.5503111074
701	0.5501545318
702	0.5499548714
703	0.5497825248
704	0.5496001802
705	0.5495008822
706	0.5494405641
707	0.5493685314
708	0.5492706504
709	0.5491741385
710	0.5490693243
711	0.5489359054
712	0.5487416063
713	0.5486120907
714	0.5485360784
715	0.5484343538
716	0.5482442141
717	0.5481356169
718	0.547954666
719	0.5477858094
720	0.5476881615
721	0.547610247
722	0.5475646142
723	0.5473384946
724	0.5471806778
725	0.5471156244
726	0.547041854
727	0.5469246322
728	0.5467950864
729	0.5467394026
730	0.5465575049
731	0.5463912554
732	0.5462562922
733	0.546162351
734	0.5460154564
735	0.545868307
736	0.5457888933
737	0.5456253442
738	0.5455326655
739	0.5453890227
740	0.545291735
741	0.5451855432
742	0.5451412821
743	0.5450832634
744	0.5450026728
745	0.5449082878
746	0.5448213824
747	0.5447229102
748	0.5446504108
749	0.5444557801
750	0.544363584
751	0.5441812415
752	0.5439225865
753	0.5437624435
754	0.543650827
755	0.5435712466
756	0.5434395118
757	0.5433280681
758	0.5432403362
759	0.5431855341
760	0.5430366921
761	0.5428768914
762	0.5427626056
763	0.5426286634
764	0.5424932068
765	0.5422677711
766	0.5421840121
767	0.5420391932
768	0.5419448333
769	0.541878048
770	0.5417773378
771	0.5416326198
772	0.5415190535
773	0.5414318901
774	0.5412721963
775	0.5411009502
776	0.5410269703
777	0.5409196757
778	0.5408119959
779	0.5407104068
780	0.5406295268
781	0.5405713309
782	0.5405138844
783	0.5404140226
784	0.5403344583
785	0.5402390864
786	0.5400558061
787	0.5399709362
788	0.539886242
789	0.5397262868
790	0.5396170803
791	0.5394821207
792	0.5394015127
793	0.5393243436
794	0.5392237435
795	0.5391668387
796	0.5390062111
797	0.5389623355
798	0.538889227
799	0.5387452061
800	0.5386668772
801	0.5386183994
802	0.5384851132
803	0.5383350806
804	0.5382263613
805	0.5381091824
806	0.5379814362
807	0.5379047405
808	0.5377611752
809	0.537589995
810	0.5375288444
811	0.5373201048
812	0.5372581117
813	0.5371687213
814	0.5370691752
815	0.5368638509
816	0.5367492478
817	0.5366603282
818	0.5365933605
819	0.5365378502
820	0.5364435158
821	0.5363772742
822	0.5362717834
823	0.5361474401
824	0.5360563714
825	0.5359637903
826	0.5357636553
827	0.535685937
828	0.5356165942
829	0.5354857612
830	0.5354256192
831	0.5353098486
832	0.535243752
833	0.5351715392
834	0.5350138587
835	0.5349311037
836	0.5347954924
837	0.5346874333
838	0.5345575887
839	0.5344472884
840	0.5343450745
841	0.5342453253
842	0.5341801521
843	0.5339380768
844	0.533836151
845	0.5337357552
846	0.5336167532
847	0.5335264929
848	0.5334803506
849	0.5332800022
850	0.5331600214
851	0.5330512822
852	0.5328998849
853	0.5327740746
854	0.5326615297
855	0.5325856228
856	0.5324919326
857	0.5323811642
858	0.5322513988
859	0.5321831453
860	0.5321315823
861	0.5320402966
862	0.5319489414
863	0.5318643712
864	0.5317939155
865	0.5317669617
866	0.531666757
867	0.5315676538
868	0.5314083189
869	0.5313401036
870	0.5312716628
871	0.5311509281
872	0.5310313273
873	0.5308405642
874	0.5307508866
875	0.5305455278
876	0.5304765518
877	0.5302810046
878	0.530181087
879	0.5301037233
880	0.5300276618
881	0.5299229548
882	0.5297679802
883	0.529699569
884	0.5295988729
885	0.5295576012
886	0.5294205283
887	0.52932082
888	0.5291705182
889	0.5290510835
890	0.5288485983
891	0.5287743669
892	0.5285975514
893	0.5285450173
894	0.5284587145
895	0.5284138197
896	0.5282621626
897	0.5281993658
898	0.5280984114
899	0.5279767256
900	0.5278289362
901	0.5277734821
902	0.5276514786
903	0.5275727647
904	0.5275332164
905	0.5273866717
906	0.527175847
907	0.5271172908
908	0.5270234421
909	0.5269071668
910	0.5268199303
911	0.5267038128
912	0.5266502177
913	0.52659133
914	0.5265153848
915	0.5264303997
916	0.5263622586
917	0.5262301099
918	0.5261180511
919	0.5259852167
920	0.5258815768
921	0.5258240985
922	0.5256081909
923	0.5254857345
924	0.5254240191
925	0.5251692232
926	0.5250787515
927	0.5250000366
928	0.5249630881
929	0.5249124474
930	0.5248694524
931	0.5247485711
932	0.5246816797
933	0.5245305744
934	0.5244076908
935	0.5242169194
936	0.5240355119
937	0.5238882091
938	0.5238049744
939	0.5237315985
940	0.5236014352
941	0.5235523004
942	0.5234761777
943	0.5233789056
944	0.5232726559
945	0.5231991423
946	0.5231250814
947	0.5229615364
948	0.5228682107
949	0.5228019696
950	0.5226504234
951	0.5225861252
952	0.52248868
953	0.5223960402
954	0.5222638535
955	0.5221154561
956	0.5220321013
957	0.5219362213
958	0.5218442493
959	0.5217066613
960	0.5216493757
961	0.5215837988
962	0.5214496161
963	0.5212786843
964	0.5211475644
965	0.5209936245
966	0.5209627062
967	0.5207983177
968	0.520706995
969	0.5206241233
970	0.520542383
971	0.5204995412
972	0.5203262998
973	0.5202459181
974	0.5201178171
975	0.5199907206
976	0.5199204788
977	0.5198276479
978	0.519764355
979	0.5196995112
980	0.5196298635
981	0.5195576749
982	0.5194692794
983	0.5192731445
984	0.5191424227
985	0.519088852
986	0.5190170385
987	0.5189380623
988	0.5188571755
989	0.5187627772
990	0.5186069176
991	0.5185153626
992	0.518438257
993	0.5183024169
994	0.518242274
995	0.5181900749
996	0.518084874
997	0.5179384538
998	0.5178473042
999	0.5178000254
